size,heur,expanded,branching,cost,time
3x3,nonAdditiveFringe,11,1.17,11,5127
3x3,nonAdditiveFringe,13,1.17,12,5127
3x3,nonAdditiveFringe,21,1.1,20,5127
3x3,disjointPDBVertical,59,1.2,18,5126
3x3,nonAdditiveMax,5,1.39,5,5126
3x3,nonAdditiveFringe,7,1.27,7,5126
3x3,nonAdditiveFringe,8,1.22,8,5126
3x3,nonAdditiveFringe,62,1.44,11,5126
3x3,nonAdditiveFringe,16,1.12,16,5126
3x3,disjointPDBVertical,67,1.2,19,5125
3x3,nonAdditiveMax,9,1.22,9,5125
3x3,nonAdditiveMax,15,1.13,15,5125
3x3,nonAdditiveFringe,7,1.36,6,5125
3x3,nonAdditiveFringe,16,1.13,15,5125
3x3,nonAdditiveMax,6,1.31,6,5124
3x3,nonAdditiveMax,9,1.2,9,5124
3x3,nonAdditiveMax,12,1.14,12,5124
3x3,nonAdditiveFringe,2,1.79,2,5124
3x3,nonAdditiveFringe,48,1.79,7,5124
3x3,nonAdditiveFringe,25,1.27,12,5124
3x3,nonAdditiveFringe,23,1.25,12,5124
3x3,nonAdditiveFringe,3,1.58,3,5123
3x3,nonAdditiveFringe,10,1.18,10,5123
3x3,disjointPDBHorizontal,85,1.22,19,5122
3x3,nonAdditiveMax,2,2.19,2,5121
3x3,nonAdditiveMax,6,1.27,6,5121
3x3,nonAdditiveMax,7,1.29,7,5121
3x3,nonAdditiveMax,21,1.46,8,5121
3x3,nonAdditiveMax,8,1.24,8,5121
3x3,nonAdditiveMax,10,1.2,10,5121
3x3,nonAdditiveMax,20,1.09,20,5121
3x3,disjointPDBHorizontal,19,1.09,19,5120
3x3,nonAdditiveFringe,300,1.95,9,5120
3x3,disjointPDBHorizontal,18,1.11,17,5119
3x3,disjointPDBVertical,37,1.18,17,5119
3x3,nonAdditiveMax,11,1.53,6,5119
3x3,nonAdditiveMax,8,1.22,8,5119
3x3,nonAdditiveMax,10,1.18,10,5119
3x3,nonAdditiveMax,16,1.12,16,5119
3x3,nonAdditiveFringe,15,1.13,15,5119
3x3,nonAdditiveMax,15,1.13,15,5118
3x3,nonAdditiveFringe,36,1.71,7,5118
3x3,nonAdditiveMax,7,1.29,7,5117
3x3,nonAdditiveMax,9,1.22,9,5117
3x3,nonAdditiveMax,43,1.15,20,5117
3x3,nonAdditiveFringe,13,1.15,13,5117
3x3,disjointPDBVertical,87,1.22,19,5116
3x3,nonAdditiveMax,8,1.22,8,5116
3x3,nonAdditiveMax,8,1.22,8,5116
3x3,nonAdditiveMax,12,1.14,12,5116
3x3,nonAdditiveMax,26,1.16,16,5116
3x3,nonAdditiveFringe,31,1.33,11,5116
3x3,nonAdditiveMax,5,1.39,5,5115
3x3,nonAdditiveMax,20,1.27,11,5115
3x3,nonAdditiveFringe,12,1.14,12,5115
3x3,nonAdditiveFringe,17,1.12,16,5115
3x3,nonAdditiveMax,4,1.4,4,5114
3x3,nonAdditiveMax,7,1.29,7,5114
3x3,nonAdditiveMax,17,1.33,9,5114
3x3,nonAdditiveMax,15,1.13,15,5114
3x3,nonAdditiveMax,39,1.15,20,5114
3x3,nonAdditiveFringe,3,1.58,3,5114
3x3,disjointPDBVertical,603,1.38,19,5113
3x3,nonAdditiveMax,21,1.46,8,5113
3x3,nonAdditiveMax,14,1.13,14,5113
3x3,nonAdditiveFringe,15,2.18,4,5113
3x3,nonAdditiveFringe,9,1.25,8,5113
3x3,nonAdditiveFringe,16,1.13,15,5113
3x3,nonAdditiveFringe,22,1.1,20,5113
3x3,nonAdditiveMax,4,1.49,4,5112
3x3,nonAdditiveMax,4,1.49,4,5112
3x3,nonAdditiveMax,26,1.21,14,5112
3x3,nonAdditiveFringe,14,1.13,14,5112
3x3,nonAdditiveMax,7,1.27,7,5111
3x3,nonAdditiveMax,12,1.15,12,5111
3x3,nonAdditiveMax,14,1.13,14,5111
3x3,nonAdditiveFringe,8,1.3,7,5111
3x3,nonAdditiveFringe,22,1.1,20,5111
3x3,disjointPDBHorizontal,32,1.14,19,5110
3x3,nonAdditiveMax,4,1.49,4,5110
3x3,nonAdditiveFringe,5,1.61,4,5110
3x3,nonAdditiveFringe,6,1.31,6,5110
3x3,nonAdditiveFringe,8,1.3,7,5110
3x3,nonAdditiveMax,9,1.22,9,5109
3x3,nonAdditiveMax,23,1.25,12,5109
3x3,nonAdditiveFringe,12,1.22,10,5108
3x3,nonAdditiveFringe,13,1.17,12,5108
3x3,nonAdditiveFringe,14,1.13,14,5108
3x3,nonAdditiveFringe,15,1.13,15,5108
3x3,nonAdditiveMax,5,1.39,5,5107
3x3,nonAdditiveMax,10,1.2,10,5107
3x3,nonAdditiveMax,11,1.18,11,5107
3x3,nonAdditiveMax,60,1.43,11,5107
3x3,nonAdditiveFringe,9,1.27,8,5107
3x3,nonAdditiveFringe,15,1.12,15,5107
3x3,disjointPDBHorizontal,571,1.37,19,5106
3x3,nonAdditiveMax,2,1.79,2,5106
3x3,nonAdditiveMax,9,1.22,9,5106
3x3,nonAdditiveMax,13,1.14,13,5106
3x3,nonAdditiveMax,108,1.42,13,5106
3x3,nonAdditiveFringe,12,1.15,12,5106
3x3,nonAdditiveMax,11,1.17,11,5105
3x3,nonAdditiveMax,6,1.34,6,5104
3x3,nonAdditiveMax,8,1.22,8,5104
3x3,nonAdditiveMax,20,1.09,20,5104
3x3,nonAdditiveMax,95,1.22,20,5104
3x3,nonAdditiveFringe,15,1.14,14,5104
3x3,nonAdditiveFringe,32,1.21,15,5104
3x3,nonAdditiveMax,16,1.12,16,5103
3x3,nonAdditiveFringe,10,1.28,8,5103
3x3,nonAdditiveFringe,16,1.11,16,5103
3x3,disjointPDBVertical,24,1.11,19,5102
3x3,nonAdditiveMax,11,1.16,11,5102
3x3,nonAdditiveMax,23,1.25,12,5102
3x3,nonAdditiveFringe,7,1.39,6,5102
3x3,nonAdditiveFringe,7,1.27,7,5102
3x3,nonAdditiveFringe,8,1.24,8,5102
3x3,nonAdditiveMax,20,1.09,20,5101
3x3,nonAdditiveFringe,5,1.34,5,5101
3x3,nonAdditiveFringe,9,1.34,7,5101
3x3,nonAdditiveFringe,19,1.3,10,5101
3x3,nonAdditiveFringe,68,1.45,11,5101
3x3,nonAdditiveFringe,91,1.29,16,5101
3x3,nonAdditiveFringe,22,1.1,20,5101
3x3,nonAdditiveMax,5,1.34,5,5100
3x3,nonAdditiveFringe,13,1.2,11,5100
3x3,disjointPDBHorizontal,36,1.17,18,5099
3x3,nonAdditiveMax,5,1.61,4,5099
3x3,nonAdditiveMax,10,1.19,10,5099
3x3,nonAdditiveMax,15,1.13,15,5099
3x3,nonAdditiveMax,15,1.13,15,5099
3x3,nonAdditiveFringe,20,1.09,20,5099
3x3,disjointPDBHorizontal,51,1.19,18,5098
3x3,nonAdditiveMax,13,1.14,13,5098
3x3,nonAdditiveFringe,9,1.34,7,5098
3x3,nonAdditiveMax,4,1.49,4,5097
3x3,nonAdditiveMax,15,1.13,15,5097
3x3,nonAdditiveMax,24,1.16,16,5097
3x3,nonAdditiveFringe,7,1.5,5,5097
3x3,nonAdditiveFringe,20,1.26,11,5097
3x3,nonAdditiveMax,6,1.31,6,5096
3x3,nonAdditiveMax,47,1.25,15,5096
3x3,nonAdditiveMax,22,1.15,16,5096
3x3,nonAdditiveFringe,18,1.43,8,5096
3x3,nonAdditiveFringe,14,1.13,14,5096
3x3,nonAdditiveMax,15,1.13,15,5095
3x3,nonAdditiveMax,5,1.39,5,5094
3x3,nonAdditiveMax,20,1.09,20,5094
3x3,nonAdditiveMax,20,1.1,20,5094
3x3,nonAdditiveMax,9,1.22,9,5093
3x3,nonAdditiveMax,9,1.22,9,5093
3x3,nonAdditiveMax,18,1.21,12,5093
3x3,nonAdditiveMax,3,1.74,3,5092
3x3,nonAdditiveMax,5,1.39,5,5092
3x3,nonAdditiveMax,7,1.29,7,5092
3x3,nonAdditiveMax,103,1.37,14,5092
3x3,nonAdditiveFringe,6,1.67,4,5092
3x3,nonAdditiveFringe,9,1.22,9,5092
3x3,nonAdditiveFringe,28,1.21,14,5092
3x3,disjointPDBVertical,182,1.29,19,5091
3x3,nonAdditiveMax,7,1.29,7,5091
3x3,nonAdditiveMax,9,1.22,9,5091
3x3,nonAdditiveFringe,10,1.19,10,5091
3x3,nonAdditiveFringe,16,1.14,14,5091
3x3,disjointPDBHorizontal,42,1.17,19,5090
3x3,nonAdditiveFringe,18,1.3,10,5090
3x3,nonAdditiveFringe,17,1.13,16,5090
3x3,disjointPDBHorizontal,2516,1.51,19,5089
3x3,nonAdditiveMax,7,1.27,7,5089
3x3,nonAdditiveMax,20,1.27,11,5089
3x3,nonAdditiveFringe,74,1.63,9,5089
3x3,nonAdditiveFringe,11,1.17,11,5089
3x3,disjointPDBVertical,630,1.39,19,5088
3x3,nonAdditiveMax,4,1.49,4,5088
3x3,nonAdditiveFringe,9,1.32,7,5088
3x3,nonAdditiveMax,4,1.49,4,5087
3x3,nonAdditiveMax,9,1.2,9,5087
3x3,nonAdditiveMax,22,1.15,16,5087
3x3,nonAdditiveFringe,21,1.1,20,5087
3x3,nonAdditiveMax,7,1.29,7,5086
3x3,nonAdditiveMax,48,1.56,9,5086
3x3,nonAdditiveMax,15,1.26,10,5086
3x3,nonAdditiveMax,14,1.13,14,5086
3x3,nonAdditiveFringe,7,1.5,5,5086
3x3,nonAdditiveFringe,22,1.1,20,5086
3x3,disjointPDBVertical,57,1.2,18,5085
3x3,disjointPDBVertical,47,1.18,19,5085
3x3,nonAdditiveFringe,5,1.39,5,5085
3x3,nonAdditiveMax,7,1.27,7,5084
3x3,nonAdditiveFringe,11,1.25,9,5084
3x3,nonAdditiveFringe,8,1.22,8,5083
3x3,nonAdditiveMax,3,1.74,3,5082
3x3,nonAdditiveMax,6,1.31,6,5082
3x3,nonAdditiveMax,6,1.31,6,5082
3x3,nonAdditiveMax,29,1.68,7,5082
3x3,nonAdditiveMax,39,1.29,13,5082
3x3,nonAdditiveMax,15,1.13,15,5082
3x3,nonAdditiveFringe,8,1.42,6,5082
3x3,nonAdditiveFringe,6,1.31,6,5082
3x3,nonAdditiveFringe,10,1.28,8,5082
3x3,nonAdditiveFringe,231,1.76,10,5082
3x3,disjointPDBHorizontal,13,1.2,11,5081
3x3,nonAdditiveMax,5,1.39,5,5081
3x3,nonAdditiveMax,6,1.31,6,5081
3x3,nonAdditiveMax,6,1.34,6,5081
3x3,nonAdditiveFringe,4,1.4,4,5081
3x3,nonAdditiveFringe,28,2.59,4,5081
3x3,nonAdditiveFringe,15,1.13,15,5081
3x3,nonAdditiveMax,15,1.13,15,5080
3x3,nonAdditiveMax,17,1.11,17,5080
3x3,nonAdditiveFringe,8,1.39,6,5080
3x3,nonAdditiveFringe,12,1.18,11,5080
3x3,nonAdditiveFringe,12,1.13,12,5080
3x3,nonAdditiveFringe,13,1.13,13,5080
3x3,nonAdditiveFringe,14,1.13,14,5080
3x3,nonAdditiveFringe,14,1.13,14,5080
3x3,nonAdditiveMax,12,1.15,12,5079
3x3,nonAdditiveFringe,26,1.5,8,5079
3x3,nonAdditiveFringe,10,1.19,10,5079
3x3,nonAdditiveFringe,13,1.14,13,5079
3x3,nonAdditiveMax,8,1.24,8,5078
3x3,nonAdditiveMax,8,1.24,8,5078
3x3,nonAdditiveMax,14,1.13,14,5078
3x3,nonAdditiveMax,16,1.12,16,5078
3x3,nonAdditiveFringe,8,1.42,6,5078
3x3,nonAdditiveFringe,14,1.15,13,5078
3x3,nonAdditiveFringe,15,1.13,15,5078
3x3,nonAdditiveMax,4,1.49,4,5077
3x3,nonAdditiveMax,35,1.14,20,5077
3x3,nonAdditiveFringe,13,1.2,11,5077
3x3,nonAdditiveFringe,58,1.37,12,5077
3x3,disjointPDBHorizontal,298,1.38,17,5076
3x3,nonAdditiveFringe,85,1.65,9,5076
3x3,nonAdditiveFringe,11,1.2,10,5076
3x3,nonAdditiveFringe,13,1.16,12,5076
3x3,nonAdditiveMax,2,1.79,2,5075
3x3,nonAdditiveMax,13,1.13,13,5075
3x3,nonAdditiveFringe,7,1.27,7,5075
3x3,nonAdditiveMax,10,1.19,10,5074
3x3,nonAdditiveMax,20,1.1,20,5074
3x3,nonAdditiveFringe,951,1.53,16,5074
3x3,nonAdditiveMax,13,1.44,7,5073
3x3,nonAdditiveFringe,13,1.13,13,5073
3x3,nonAdditiveMax,19,1.26,11,5072
3x3,nonAdditiveFringe,9,1.22,9,5072
3x3,nonAdditiveFringe,11,1.16,11,5072
3x3,disjointPDBHorizontal,25,1.12,19,5071
3x3,nonAdditiveMax,6,1.31,6,5071
3x3,nonAdditiveMax,7,1.27,7,5071
3x3,nonAdditiveMax,9,1.22,9,5071
3x3,nonAdditiveMax,28,1.17,16,5071
3x3,nonAdditiveFringe,169,1.42,14,5071
3x3,nonAdditiveFringe,16,1.12,16,5071
3x3,disjointPDBVertical,422,1.4,17,5070
3x3,nonAdditiveMax,29,1.68,7,5070
3x3,nonAdditiveMax,11,1.17,11,5070
3x3,nonAdditiveMax,15,1.13,15,5070
3x3,nonAdditiveMax,16,1.12,16,5070
3x3,nonAdditiveFringe,6,1.46,5,5070
3x3,nonAdditiveFringe,6,1.31,6,5070
3x3,nonAdditiveFringe,11,1.25,9,5070
3x3,nonAdditiveFringe,461,2.05,9,5070
3x3,nonAdditiveFringe,10,1.19,10,5070
3x3,nonAdditiveFringe,16,1.14,14,5070
3x3,nonAdditiveMax,11,1.16,11,5069
3x3,nonAdditiveMax,12,1.14,12,5069
3x3,nonAdditiveMax,13,1.14,13,5069
3x3,nonAdditiveMax,13,1.14,13,5069
3x3,nonAdditiveMax,15,1.12,15,5069
3x3,nonAdditiveFringe,16,1.12,16,5069
3x3,nonAdditiveMax,13,1.14,13,5068
3x3,nonAdditiveMax,14,1.13,14,5068
3x3,nonAdditiveFringe,26,1.5,8,5068
3x3,nonAdditiveFringe,11,1.25,9,5068
3x3,nonAdditiveFringe,10,1.18,10,5068
3x3,nonAdditiveFringe,13,1.16,12,5068
3x3,nonAdditiveMax,21,1.46,8,5067
3x3,nonAdditiveMax,10,1.19,10,5067
3x3,nonAdditiveFringe,19,1.22,12,5067
3x3,disjointPDBVertical,156,1.3,18,5066
3x3,nonAdditiveMax,11,1.17,11,5066
3x3,nonAdditiveMax,16,1.12,16,5066
3x3,nonAdditiveFringe,7,1.27,7,5066
3x3,nonAdditiveFringe,44,1.15,20,5066
3x3,nonAdditiveMax,3,1.58,3,5065
3x3,nonAdditiveMax,10,1.2,10,5065
3x3,nonAdditiveMax,14,1.13,14,5065
3x3,nonAdditiveMax,77,1.28,16,5065
3x3,nonAdditiveMax,17,1.11,17,5065
3x3,nonAdditiveFringe,12,1.14,12,5065
3x3,disjointPDBVertical,124,1.25,19,5064
3x3,nonAdditiveFringe,7,1.5,5,5064
3x3,nonAdditiveFringe,15,1.12,15,5064
3x3,nonAdditiveMax,8,1.24,8,5063
3x3,nonAdditiveMax,14,1.13,14,5063
3x3,nonAdditiveMax,15,1.13,15,5063
3x3,nonAdditiveFringe,35,1.7,7,5063
3x3,nonAdditiveFringe,13,1.14,13,5063
3x3,nonAdditiveFringe,15,1.12,15,5063
3x3,nonAdditiveMax,4,1.49,4,5062
3x3,nonAdditiveMax,6,1.31,6,5062
3x3,nonAdditiveMax,6,1.31,6,5062
3x3,nonAdditiveMax,10,1.19,10,5062
3x3,nonAdditiveMax,55,1.5,10,5062
3x3,nonAdditiveMax,11,1.18,11,5062
3x3,nonAdditiveMax,14,1.13,14,5062
3x3,nonAdditiveMax,20,1.09,20,5062
3x3,nonAdditiveMax,10,1.19,10,5061
3x3,nonAdditiveMax,12,1.15,12,5061
3x3,nonAdditiveFringe,130,1.76,9,5061
3x3,nonAdditiveFringe,23,1.25,12,5061
3x3,nonAdditiveFringe,59,1.18,20,5061
3x3,nonAdditiveMax,6,1.31,6,5060
3x3,nonAdditiveMax,16,1.12,16,5060
3x3,nonAdditiveFringe,9,1.2,9,5060
3x3,nonAdditiveMax,4,1.49,4,5059
3x3,nonAdditiveMax,7,1.27,7,5059
3x3,nonAdditiveMax,15,1.12,15,5059
3x3,nonAdditiveFringe,6,1.31,6,5059
3x3,nonAdditiveFringe,126,1.49,12,5059
3x3,nonAdditiveMax,9,1.22,9,5058
3x3,nonAdditiveMax,14,1.13,14,5058
3x3,nonAdditiveMax,15,1.12,15,5058
3x3,nonAdditiveMax,16,1.12,16,5058
3x3,nonAdditiveMax,20,1.09,20,5058
3x3,nonAdditiveFringe,68,1.45,11,5058
3x3,nonAdditiveMax,1,3,1,5057
3x3,nonAdditiveMax,13,1.14,13,5057
3x3,nonAdditiveFringe,19,1.43,8,5057
3x3,nonAdditiveFringe,15,1.13,15,5057
3x3,disjointPDBHorizontal,56,1.22,17,5056
3x3,nonAdditiveMax,15,1.12,15,5056
3x3,nonAdditiveMax,15,1.13,15,5056
3x3,nonAdditiveFringe,8,1.32,7,5056
3x3,nonAdditiveFringe,28,1.17,16,5055
3x3,disjointPDBVertical,67,1.23,17,5054
3x3,nonAdditiveMax,20,1.75,6,5054
3x3,nonAdditiveMax,7,1.29,7,5054
3x3,nonAdditiveMax,9,1.22,9,5054
3x3,nonAdditiveMax,11,1.18,11,5053
3x3,nonAdditiveMax,70,1.41,12,5053
3x3,nonAdditiveFringe,5,2.06,3,5053
3x3,nonAdditiveFringe,6,1.27,6,5053
3x3,nonAdditiveFringe,13,1.14,13,5053
3x3,nonAdditiveFringe,275,2.79,6,5052
3x3,nonAdditiveFringe,12,1.22,10,5052
3x3,nonAdditiveFringe,37,1.14,20,5052
3x3,nonAdditiveFringe,5,1.39,5,5051
3x3,disjointPDBVertical,57,1.23,17,5050
3x3,nonAdditiveMax,6,1.34,6,5050
3x3,nonAdditiveFringe,6,1.46,5,5050
3x3,nonAdditiveFringe,257,1.91,9,5050
3x3,nonAdditiveFringe,10,1.19,10,5050
3x3,nonAdditiveFringe,14,1.13,14,5050
3x3,nonAdditiveFringe,17,1.11,17,5050
3x3,disjointPDBHorizontal,38,1.17,18,5049
3x3,disjointPDBVertical,25,1.12,19,5049
3x3,nonAdditiveMax,7,1.29,7,5049
3x3,nonAdditiveMax,17,1.11,17,5049
3x3,nonAdditiveFringe,5,1.39,5,5049
3x3,nonAdditiveFringe,47,1.31,13,5049
3x3,nonAdditiveFringe,81,1.2,20,5049
3x3,nonAdditiveMax,97,1.36,14,5047
3x3,nonAdditiveFringe,16,1.49,7,5047
3x3,disjointPDBHorizontal,19,1.1,19,5046
3x3,nonAdditiveMax,10,1.16,10,5046
3x3,nonAdditiveMax,13,1.15,13,5046
3x3,nonAdditiveMax,16,1.12,16,5046
3x3,nonAdditiveFringe,21,1.95,5,5046
3x3,nonAdditiveFringe,11,1.17,11,5046
3x3,nonAdditiveFringe,98,1.33,15,5046
3x3,disjointPDBHorizontal,84,1.22,19,5045
3x3,nonAdditiveMax,9,1.22,9,5045
3x3,nonAdditiveMax,12,1.16,12,5045
3x3,nonAdditiveMax,12,1.16,12,5045
3x3,nonAdditiveMax,13,1.15,13,5045
3x3,nonAdditiveFringe,9,1.22,9,5045
3x3,disjointPDBVertical,56,1.19,19,5044
3x3,nonAdditiveFringe,3,2.7,2,5044
3x3,nonAdditiveFringe,6,1.67,4,5044
3x3,nonAdditiveFringe,12,1.22,10,5044
3x3,nonAdditiveFringe,253,1.39,16,5044
3x3,disjointPDBHorizontal,186,1.28,19,5043
3x3,nonAdditiveMax,5,1.39,5,5043
3x3,nonAdditiveFringe,13,1.14,13,5043
3x3,disjointPDBVertical,10,1.28,8,5042
3x3,nonAdditiveFringe,11,1.25,9,5042
3x3,nonAdditiveMax,7,1.29,7,5041
3x3,nonAdditiveMax,13,1.15,13,5041
3x3,nonAdditiveFringe,15,1.16,13,5041
3x3,nonAdditiveMax,14,1.13,14,5040
3x3,nonAdditiveFringe,18,1.12,17,5040
3x3,disjointPDBVertical,95,1.24,19,5039
3x3,nonAdditiveMax,6,1.34,6,5039
3x3,nonAdditiveMax,12,1.15,12,5039
3x3,nonAdditiveMax,13,1.15,13,5039
3x3,nonAdditiveMax,26,1.12,20,5039
3x3,nonAdditiveFringe,13,1.2,11,5039
3x3,nonAdditiveMax,29,1.68,7,5038
3x3,nonAdditiveMax,14,1.13,14,5038
3x3,nonAdditiveFringe,6,1.31,6,5038
3x3,nonAdditiveFringe,13,1.2,11,5038
3x3,nonAdditiveFringe,4,1.94,3,5037
3x3,nonAdditiveFringe,10,1.18,10,5037
3x3,nonAdditiveFringe,12,1.53,6,5036
3x3,nonAdditiveFringe,22,1.1,20,5036
3x3,nonAdditiveMax,52,1.56,9,5035
3x3,nonAdditiveMax,14,1.13,14,5035
3x3,nonAdditiveFringe,4,3,2,5035
3x3,nonAdditiveFringe,10,1.28,8,5035
3x3,nonAdditiveFringe,13,1.14,13,5035
3x3,nonAdditiveFringe,20,1.09,20,5035
3x3,nonAdditiveFringe,9,1.2,9,5034
3x3,nonAdditiveMax,15,1.13,15,5033
3x3,nonAdditiveFringe,12,1.23,10,5033
3x3,nonAdditiveFringe,14,1.15,13,5033
3x3,nonAdditiveMax,10,1.19,10,5032
3x3,nonAdditiveMax,11,1.18,11,5032
3x3,nonAdditiveMax,16,1.12,16,5032
3x3,nonAdditiveMax,17,1.11,17,5032
3x3,nonAdditiveFringe,12,1.19,11,5032
3x3,nonAdditiveMax,10,1.18,10,5031
3x3,nonAdditiveMax,4,1.49,4,5030
3x3,nonAdditiveFringe,13,1.16,12,5030
3x3,nonAdditiveFringe,33,1.19,16,5030
3x3,disjointPDBHorizontal,189,1.31,18,5029
3x3,nonAdditiveMax,3,1.74,3,5029
3x3,nonAdditiveMax,10,1.67,5,5029
3x3,nonAdditiveFringe,10,1.24,9,5029
3x3,nonAdditiveFringe,14,1.18,12,5029
3x3,nonAdditiveFringe,13,1.17,12,5029
3x3,nonAdditiveFringe,6,1.67,4,5028
3x3,nonAdditiveFringe,10,1.18,10,5028
3x3,nonAdditiveFringe,14,1.16,13,5028
3x3,nonAdditiveMax,23,1.25,12,5027
3x3,nonAdditiveFringe,17,1.11,17,5027
3x3,disjointPDBHorizontal,97,1.25,18,5026
3x3,nonAdditiveMax,10,1.19,10,5026
3x3,nonAdditiveFringe,85,1.65,9,5025
3x3,nonAdditiveFringe,74,1.63,9,5023
3x3,nonAdditiveFringe,12,1.15,12,5023
3x3,nonAdditiveFringe,129,1.39,14,5023
3x3,nonAdditiveFringe,32,1.18,16,5023
3x3,nonAdditiveFringe,20,1.09,20,5023
3x3,nonAdditiveMax,4,1.4,4,5022
3x3,nonAdditiveMax,10,1.18,10,5022
3x3,nonAdditiveMax,20,1.09,20,5022
3x3,nonAdditiveFringe,10,1.94,4,5022
3x3,nonAdditiveFringe,6,1.31,6,5022
3x3,nonAdditiveFringe,18,1.13,16,5022
3x3,nonAdditiveFringe,38,1.14,20,5022
3x3,nonAdditiveFringe,6,1.31,6,5021
3x3,nonAdditiveFringe,56,1.33,13,5021
3x3,nonAdditiveFringe,14,1.13,14,5021
3x3,nonAdditiveFringe,18,1.12,17,5021
3x3,nonAdditiveMax,12,1.15,12,5019
3x3,nonAdditiveFringe,5,1.61,4,5019
3x3,nonAdditiveFringe,8,1.32,7,5019
3x3,nonAdditiveFringe,15,1.13,15,5019
3x3,nonAdditiveMax,9,1.22,9,5018
3x3,nonAdditiveFringe,13,1.15,13,5018
3x3,nonAdditiveFringe,19,1.12,17,5018
3x3,disjointPDBHorizontal,4,1.49,4,5016
3x3,nonAdditiveMax,13,1.14,13,5016
3x3,nonAdditiveFringe,15,1.14,14,5016
3x3,nonAdditiveMax,8,1.24,8,5015
3x3,nonAdditiveMax,13,1.14,13,5015
3x3,nonAdditiveFringe,4,1.49,4,5015
3x3,disjointPDBHorizontal,6,1.34,6,5014
3x3,nonAdditiveMax,9,1.22,9,5014
3x3,nonAdditiveFringe,36,1.71,7,5014
3x3,nonAdditiveFringe,110,1.61,10,5014
3x3,nonAdditiveFringe,14,1.13,14,5014
3x3,nonAdditiveFringe,143,1.4,14,5014
3x3,nonAdditiveFringe,8,1.24,8,5013
3x3,nonAdditiveMax,11,1.16,11,5011
3x3,nonAdditiveMax,6,1.31,6,5010
3x3,nonAdditiveMax,7,1.29,7,5010
3x3,nonAdditiveFringe,8,1.32,7,5010
3x3,nonAdditiveFringe,32,1.19,16,5010
3x3,nonAdditiveFringe,26,1.14,17,5010
3x3,nonAdditiveMax,14,1.13,14,5009
3x3,nonAdditiveMax,20,1.09,20,5009
3x3,nonAdditiveMax,10,1.19,10,5008
3x3,disjointPDBVertical,17,1.11,17,5007
3x3,nonAdditiveMax,5,1.39,5,5007
3x3,nonAdditiveMax,8,1.24,8,5007
3x3,nonAdditiveMax,12,1.16,12,5007
3x3,nonAdditiveFringe,11,1.2,10,5007
3x3,disjointPDBVertical,1184,1.44,19,5006
4x4,NMaxSwap,408717,2.22,17,5006
3x3,nonAdditiveFringe,5,1.39,5,5006
3x3,nonAdditiveFringe,17,1.14,15,5006
3x3,nonAdditiveFringe,9,1.27,8,5005
3x3,nonAdditiveFringe,37,1.58,8,5005
3x3,nonAdditiveMax,11,1.18,11,5004
3x3,nonAdditiveFringe,52,1.4,11,5004
3x3,disjointPDBHorizontal,17,1.11,17,5003
3x3,nonAdditiveMax,29,1.18,16,5003
3x3,nonAdditiveFringe,7,1.27,7,5003
3x3,disjointPDBVertical,6,1.27,6,5001
3x3,nonAdditiveMax,7,1.27,7,5001
3x3,nonAdditiveFringe,12,1.15,12,5001
3x3,nonAdditiveFringe,15,1.12,15,5001
3x3,nonAdditiveFringe,1,3,1,4999
3x3,nonAdditiveFringe,10,1.28,8,4999
3x3,nonAdditiveMax,5,1.39,5,4998
3x3,nonAdditiveMax,16,1.12,16,4997
3x3,nonAdditiveFringe,17,1.33,9,4997
3x3,nonAdditiveFringe,12,1.15,12,4997
3x3,nonAdditiveMax,10,1.2,10,4994
3x3,nonAdditiveFringe,14,1.13,14,4994
3x3,nonAdditiveMax,14,1.13,14,4992
3x3,nonAdditiveMax,16,1.12,16,4992
3x3,nonAdditiveFringe,5,1.39,5,4991
3x3,nonAdditiveMax,12,1.15,12,4990
3x3,disjointPDBVertical,32,1.16,17,4988
3x3,nonAdditiveFringe,42,1.16,20,4987
3x3,nonAdditiveFringe,6,1.46,5,4986
3x3,nonAdditiveMax,6,1.31,6,4985
3x3,nonAdditiveMax,12,1.15,12,4985
3x3,nonAdditiveFringe,66,2.55,5,4985
3x3,nonAdditiveFringe,16,1.12,16,4985
3x3,nonAdditiveMax,24,1.2,14,4983
3x3,nonAdditiveMax,12,1.16,12,4982
3x3,nonAdditiveFringe,74,1.63,9,4982
3x3,nonAdditiveFringe,16,1.13,15,4982
3x3,nonAdditiveMax,10,1.18,10,4981
3x3,nonAdditiveMax,46,1.22,16,4981
3x3,nonAdditiveFringe,8,2.4,3,4981
3x3,nonAdditiveMax,8,1.24,8,4980
3x3,nonAdditiveMax,17,1.11,17,4979
3x3,nonAdditiveMax,8,1.24,8,4977
3x3,nonAdditiveMax,12,1.16,12,4977
3x3,nonAdditiveMax,14,1.13,14,4977
3x3,nonAdditiveFringe,6,1.31,6,4977
3x3,nonAdditiveFringe,48,1.79,7,4974
3x3,nonAdditiveMax,20,1.1,20,4973
3x3,disjointPDBVertical,95,1.22,20,4972
3x3,nonAdditiveMax,21,1.46,8,4972
3x3,nonAdditiveFringe,15,1.16,13,4972
3x3,nonAdditiveMax,14,1.13,14,4971
3x3,nonAdditiveFringe,1242,1.56,16,4970
3x3,disjointPDBVertical,2,2.19,2,4967
3x3,nonAdditiveFringe,11,1.17,11,4967
3x3,disjointPDBVertical,11,1.18,11,4966
3x3,nonAdditiveFringe,13,1.2,11,4966
