size,heur,expanded,branching,cost,time
3x3,disjointPDBMax,5,1.39,5,6454
3x3,disjointPDBMax,12,1.14,12,6454
3x3,disjointPDBMax,19,1.15,15,6454
3x3,disjointPDBMax,4,1.49,4,6453
3x3,disjointPDBMax,8,1.24,8,6453
3x3,disjointPDBMax,10,1.19,10,6453
3x3,disjointPDBMax,14,1.13,14,6453
3x3,disjointPDBMax,23,1.15,16,6452
3x3,disjointPDBMax,7,1.29,7,6451
3x3,disjointPDBMax,10,1.18,10,6451
3x3,disjointPDBMax,3,1.74,3,6450
3x3,disjointPDBMax,5,1.39,5,6450
3x3,disjointPDBMax,6,1.31,6,6450
3x3,disjointPDBMax,19,1.19,13,6450
3x3,disjointPDBMax,23,1.11,20,6450
3x3,disjointPDBMax,20,1.1,20,6450
3x3,disjointPDBMax,6,1.31,6,6449
3x3,disjointPDBMax,7,1.27,7,6449
3x3,disjointPDBMax,24,1.26,12,6449
3x3,disjointPDBMax,13,1.15,13,6449
3x3,disjointPDBMax,21,1.1,20,6449
3x3,disjointPDBMax,15,1.13,14,6448
3x3,disjointPDBMax,5,1.39,5,6447
3x3,disjointPDBMax,14,1.13,14,6447
3x3,disjointPDBMax,29,1.2,15,6447
3x3,disjointPDBMax,17,1.11,17,6447
3x3,disjointPDBMax,3,1.74,3,6445
3x3,disjointPDBMax,14,1.17,12,6445
3x3,disjointPDBMax,23,1.19,14,6444
3x3,disjointPDBMax,10,1.19,10,6443
3x3,disjointPDBMax,11,1.16,11,6443
3x3,disjointPDBMax,7,1.27,7,6442
3x3,disjointPDBMax,7,1.29,7,6441
3x3,disjointPDBMax,10,1.2,10,6441
3x3,disjointPDBMax,13,1.14,13,6441
3x3,disjointPDBMax,15,1.14,14,6441
3x3,disjointPDBMax,25,1.17,16,6441
3x3,disjointPDBMax,29,1.16,17,6441
3x3,disjointPDBMax,4,1.49,4,6440
3x3,disjointPDBMax,12,1.14,12,6440
3x3,disjointPDBMax,16,1.12,16,6440
3x3,disjointPDBMax,18,1.13,16,6440
3x3,disjointPDBMax,13,1.44,7,6438
3x3,disjointPDBMax,35,1.22,15,6438
3x3,disjointPDBMax,5,1.39,5,6437
3x3,disjointPDBMax,13,1.15,13,6437
3x3,disjointPDBMax,9,1.22,9,6436
3x3,disjointPDBMax,14,1.13,14,6436
3x3,disjointPDBMax,19,1.13,16,6436
3x3,disjointPDBMax,6,1.34,6,6435
3x3,disjointPDBMax,12,1.15,12,6435
3x3,disjointPDBMax,15,1.12,15,6435
3x3,disjointPDBMax,16,1.12,16,6434
3x3,disjointPDBMax,7,1.27,7,6433
3x3,disjointPDBMax,4,1.49,4,6432
3x3,disjointPDBMax,6,1.34,6,6432
3x3,disjointPDBMax,7,1.29,7,6432
3x3,disjointPDBMax,8,1.22,8,6432
3x3,disjointPDBMax,9,1.22,9,6432
3x3,disjointPDBMax,9,1.22,9,6431
3x3,disjointPDBMax,5,1.39,5,6430
3x3,disjointPDBMax,5,1.39,5,6430
3x3,disjointPDBMax,8,1.22,8,6430
3x3,disjointPDBMax,4,1.49,4,6429
3x3,disjointPDBMax,20,1.09,20,6429
4x4,NMaxSwap,455329,1.97,20,6429
3x3,disjointPDBMax,8,1.24,8,6428
3x3,disjointPDBMax,16,1.12,16,6428
3x3,disjointPDBMax,6,1.31,6,6427
3x3,disjointPDBMax,6,1.31,6,6427
3x3,disjointPDBMax,15,1.26,10,6427
3x3,disjointPDBMax,12,1.19,11,6427
3x3,disjointPDBMax,4,1.49,4,6426
3x3,disjointPDBMax,9,1.22,9,6426
3x3,disjointPDBMax,10,1.19,10,6426
3x3,disjointPDBMax,13,1.14,13,6426
3x3,disjointPDBMax,9,1.22,9,6425
3x3,disjointPDBMax,106,1.23,20,6425
3x3,disjointPDBMax,8,1.22,8,6424
3x3,disjointPDBMax,31,1.19,16,6424
3x3,disjointPDBMax,9,1.22,9,6423
3x3,disjointPDBMax,9,1.22,9,6423
3x3,disjointPDBMax,20,1.16,15,6423
3x3,disjointPDBMax,21,1.09,20,6423
3x3,disjointPDBMax,10,1.19,10,6422
3x3,disjointPDBMax,17,1.14,15,6422
3x3,disjointPDBMax,7,1.29,7,6421
3x3,disjointPDBMax,6,1.31,6,6420
3x3,disjointPDBMax,7,1.27,7,6419
3x3,disjointPDBMax,16,1.13,15,6419
3x3,disjointPDBMax,8,1.24,8,6418
3x3,disjointPDBMax,10,1.19,10,6418
3x3,disjointPDBMax,4,1.49,4,6417
3x3,disjointPDBMax,12,1.15,12,6417
3x3,disjointPDBMax,5,1.39,5,6416
3x3,disjointPDBMax,13,1.14,13,6416
3x3,disjointPDBMax,8,1.24,8,6415
3x3,disjointPDBMax,20,1.27,11,6415
3x3,disjointPDBMax,13,1.14,13,6415
3x3,disjointPDBMax,4,1.49,4,6414
3x3,disjointPDBMax,5,1.39,5,6414
3x3,disjointPDBMax,11,1.16,11,6414
3x3,disjointPDBMax,18,1.19,13,6414
3x3,disjointPDBMax,4,1.49,4,6413
3x3,disjointPDBMax,10,1.16,10,6413
3x3,disjointPDBMax,11,1.17,11,6413
3x3,disjointPDBMax,11,1.18,11,6413
3x3,disjointPDBMax,6,1.31,6,6412
3x3,disjointPDBMax,5,1.39,5,6411
3x3,disjointPDBMax,7,1.29,7,6411
3x3,disjointPDBMax,10,1.19,10,6411
3x3,disjointPDBMax,10,1.18,10,6410
3x3,disjointPDBMax,15,1.13,15,6410
3x3,disjointPDBMax,6,1.31,6,6409
3x3,disjointPDBMax,35,1.2,16,6409
3x3,disjointPDBMax,8,1.24,8,6408
3x3,disjointPDBMax,8,1.24,8,6408
3x3,disjointPDBMax,8,1.24,8,6408
3x3,disjointPDBMax,3,1.74,3,6405
3x3,disjointPDBMax,11,1.16,11,6405
3x3,disjointPDBMax,14,1.13,14,6405
3x3,disjointPDBMax,31,1.13,20,6405
3x3,disjointPDBMax,6,1.31,6,6404
3x3,disjointPDBMax,13,1.15,13,6403
3x3,disjointPDBMax,26,1.18,15,6403
3x3,disjointPDBMax,23,1.16,16,6402
3x3,disjointPDBMax,26,1.17,16,6401
3x3,disjointPDBMax,13,1.15,13,6400
3x3,disjointPDBMax,14,1.15,13,6400
3x3,disjointPDBMax,20,1.09,20,6400
3x3,disjointPDBMax,3,1.58,3,6399
3x3,disjointPDBMax,10,1.19,10,6399
3x3,disjointPDBMax,13,1.15,13,6399
3x3,disjointPDBMax,17,1.11,17,6399
3x3,nonAdditiveMax,17,1.11,17,6399
3x3,disjointPDBMax,11,1.18,11,6398
3x3,disjointPDBMax,12,1.19,11,6398
3x3,disjointPDBMax,10,1.18,10,6396
3x3,disjointPDBMax,5,1.39,5,6394
3x3,disjointPDBMax,13,1.15,13,6392
3x3,disjointPDBMax,7,1.27,7,6391
3x3,disjointPDBMax,14,1.13,14,6391
3x3,disjointPDBMax,11,1.16,11,6390
3x3,disjointPDBMax,22,1.1,20,6390
3x3,disjointPDBMax,1,3,1,6389
3x3,disjointPDBMax,8,1.24,8,6389
3x3,disjointPDBMax,13,1.14,13,6389
3x3,disjointPDBMax,13,1.15,13,6389
3x3,disjointPDBMax,13,1.15,13,6389
3x3,disjointPDBMax,17,1.33,9,6388
3x3,disjointPDBMax,6,1.27,6,6386
3x3,disjointPDBMax,10,1.2,10,6386
3x3,disjointPDBMax,15,1.13,15,6386
3x3,nonAdditiveFringe,18,1.11,17,6385
3x3,disjointPDBMax,9,1.22,9,6384
3x3,disjointPDBMax,5,1.39,5,6382
3x3,disjointPDBMax,29,1.2,15,6382
3x3,disjointPDBMax,10,1.19,10,6381
3x3,disjointPDBMax,13,1.16,12,6381
3x3,disjointPDBMax,14,1.13,14,6381
3x3,disjointPDBMax,30,1.12,20,6381
3x3,disjointPDBMax,6,1.34,6,6380
3x3,disjointPDBMax,8,1.24,8,6380
3x3,disjointPDBMax,15,1.13,15,6379
3x3,disjointPDBMax,11,1.17,11,6378
3x3,disjointPDBMax,14,1.13,14,6378
3x3,disjointPDBMax,5,1.39,5,6377
3x3,disjointPDBMax,6,1.34,6,6377
3x3,disjointPDBMax,10,1.19,10,6376
3x3,disjointPDBMax,14,1.13,14,6376
3x3,disjointPDBMax,3,1.74,3,6375
3x3,disjointPDBMax,11,1.53,6,6375
3x3,disjointPDBMax,11,1.18,11,6375
3x3,disjointPDBMax,6,1.34,6,6374
3x3,disjointPDBMax,5,1.39,5,6373
3x3,disjointPDBMax,9,1.22,9,6371
3x3,disjointPDBMax,6,1.31,6,6368
3x3,disjointPDBMax,9,1.22,9,6366
3x3,disjointPDBMax,20,1.27,11,6365
3x3,disjointPDBMax,8,1.24,8,6364
3x3,disjointPDBMax,11,1.17,11,6364
3x3,disjointPDBMax,9,1.22,9,6363
3x3,disjointPDBMax,9,1.22,9,6363
3x3,disjointPDBMax,81,1.2,20,6361
3x3,disjointPDBMax,11,1.18,11,6358
3x3,disjointPDBMax,7,1.29,7,6357
3x3,disjointPDBMax,14,1.13,14,6357
3x3,disjointPDBMax,38,1.23,15,6356
3x3,disjointPDBMax,4,1.49,4,6352
3x3,disjointPDBMax,9,1.22,9,6350
3x3,disjointPDBMax,11,1.17,11,6349
3x3,disjointPDBMax,12,1.15,12,6349
3x3,disjointPDBMax,196,1.38,16,6344
3x3,disjointPDBMax,20,1.09,20,6341
3x3,disjointPDBMax,9,1.22,9,6340
3x3,disjointPDBMax,14,1.13,14,6338
3x3,disjointPDBMax,56,1.18,20,6338
3x3,disjointPDBMax,8,1.24,8,6337
3x3,disjointPDBMax,4,1.49,4,6333
3x3,disjointPDBMax,4,1.49,4,6329
3x3,disjointPDBMax,6,1.31,6,6329
3x3,disjointPDBMax,10,1.18,10,6321
3x3,disjointPDBMax,10,1.19,10,6315
3x3,disjointPDBMax,7,1.29,7,6312
3x3,NMaxSwap,682309,1.92,21,6229
3x3,NMaxSwap,661613,2.06,19,6189
3x3,disjointPDBVertical,20,1.13,17,6171
3x3,disjointPDBVertical,22,1.14,17,6153
3x3,nonAdditiveFringe,427,1.35,19,6142
3x3,nonAdditiveMax,18,1.11,18,6131
4x4,NMaxSwap,456869,2.05,19,6094
3x3,nonAdditiveFringe,276,1.37,17,6084
4x4,NMaxSwap,451402,1.9,21,6066
4x4,NMaxSwap,469075,1.97,20,6037
3x3,nonAdditiveFringe,19,1.12,17,5994
3x3,disjointPDBHorizontal,30,1.16,17,5916
3x3,nonAdditiveFringe,18,1.12,17,5897
3x3,nonAdditiveFringe,21,1.09,20,5861
3x3,disjointPDBVertical,30,1.15,18,5839
3x3,nonAdditiveMax,20,1.09,20,5808
3x3,nonAdditiveFringe,18,1.1,18,5778
3x3,nonAdditiveMax,18,1.1,18,5775
3x3,NMaxSwap,629050,2.15,18,5753
3x3,disjointPDBHorizontal,27,1.16,17,5748
3x3,nonAdditiveMax,35,1.15,19,5722
3x3,disjointPDBHorizontal,28,1.14,18,5717
3x3,nonAdditiveMax,31,1.16,18,5715
3x3,nonAdditiveFringe,276,1.37,17,5710
3x3,nonAdditiveFringe,45,1.17,19,5710
3x3,nonAdditiveFringe,19,1.11,18,5709
3x3,nonAdditiveMax,18,1.11,18,5701
3x3,nonAdditiveMax,35,1.16,18,5697
3x3,disjointPDBHorizontal,18,1.1,18,5686
3x3,disjointPDBHorizontal,351,1.34,19,5674
3x3,nonAdditiveMax,18,1.1,18,5636
3x3,nonAdditiveFringe,45,1.18,18,5626
3x3,nonAdditiveMax,18,1.1,18,5624
3x3,nonAdditiveMax,109,1.29,17,5616
3x3,nonAdditiveFringe,3167,1.52,19,5604
3x3,nonAdditiveMax,17,1.11,17,5594
3x3,nonAdditiveMax,17,1.11,17,5574
3x3,nonAdditiveFringe,37,1.15,19,5570
3x3,nonAdditiveMax,74,1.25,17,5568
3x3,nonAdditiveMax,31,1.14,19,5566
3x3,nonAdditiveFringe,21,1.11,19,5566
3x3,nonAdditiveFringe,21,1.1,20,5559
3x3,nonAdditiveMax,19,1.1,19,5545
3x3,nonAdditiveFringe,33,1.17,17,5544
3x3,nonAdditiveMax,17,1.11,17,5534
3x3,nonAdditiveFringe,19,1.11,18,5524
3x3,nonAdditiveMax,19,1.1,19,5523
3x3,nonAdditiveFringe,20,1.1,19,5519
3x3,nonAdditiveMax,19,1.1,19,5517
3x3,nonAdditiveMax,20,1.09,20,5517
3x3,nonAdditiveMax,17,1.11,17,5505
3x3,nonAdditiveMax,19,1.1,19,5493
3x3,nonAdditiveFringe,20,1.11,18,5490
3x3,nonAdditiveMax,31,1.17,17,5489
3x3,nonAdditiveMax,17,1.11,17,5485
3x3,nonAdditiveFringe,25,1.14,17,5484
3x3,nonAdditiveFringe,33,1.17,17,5484
3x3,nonAdditiveMax,18,1.11,18,5482
3x3,nonAdditiveFringe,20,1.1,19,5481
3x3,nonAdditiveMax,65,1.2,19,5480
3x3,nonAdditiveMax,19,1.1,19,5477
3x3,nonAdditiveFringe,2743,1.59,17,5475
3x3,nonAdditiveMax,18,1.1,18,5473
3x3,nonAdditiveMax,18,1.11,18,5470
3x3,nonAdditiveMax,18,1.11,18,5469
3x3,nonAdditiveFringe,36,1.17,18,5468
3x3,nonAdditiveFringe,20,1.11,18,5457
3x3,nonAdditiveFringe,63,1.2,19,5450
3x3,nonAdditiveMax,18,1.1,18,5449
3x3,nonAdditiveFringe,21,1.11,19,5444
3x3,nonAdditiveFringe,21,1.1,19,5437
3x3,nonAdditiveMax,128,1.3,17,5434
3x3,nonAdditiveMax,19,1.1,19,5433
3x3,nonAdditiveMax,19,1.1,19,5432
3x3,nonAdditiveFringe,18,1.1,18,5430
3x3,nonAdditiveFringe,18,1.12,17,5429
3x3,nonAdditiveMax,19,1.09,19,5427
3x3,nonAdditiveFringe,48,1.18,19,5427
3x3,nonAdditiveMax,19,1.1,19,5422
3x3,nonAdditiveFringe,20,1.1,19,5422
3x3,nonAdditiveMax,17,1.11,17,5417
3x3,nonAdditiveMax,18,1.11,18,5416
3x3,nonAdditiveMax,31,1.14,19,5408
3x3,nonAdditiveMax,36,1.16,19,5407
3x3,disjointPDBVertical,37,1.18,17,5406
3x3,nonAdditiveFringe,124,1.29,17,5402
3x3,NMaxSwap,641107,2.25,17,5397
3x3,nonAdditiveFringe,26,1.13,18,5395
3x3,nonAdditiveMax,44,1.18,18,5390
3x3,disjointPDBVertical,48,1.19,18,5389
3x3,nonAdditiveMax,53,1.19,19,5388
3x3,nonAdditiveMax,17,1.11,17,5386
3x3,nonAdditiveFringe,43,1.16,19,5380
3x3,nonAdditiveFringe,35,1.16,18,5378
3x3,nonAdditiveFringe,1054,1.43,19,5378
3x3,NMaxSwap,539868,2.13,18,5377
3x3,disjointPDBHorizontal,100,1.25,18,5376
3x3,nonAdditiveFringe,20,1.1,19,5374
3x3,nonAdditiveMax,19,1.1,19,5373
3x3,nonAdditiveFringe,17,1.11,17,5369
3x3,nonAdditiveMax,17,1.11,17,5366
3x3,nonAdditiveFringe,19,1.1,19,5365
3x3,nonAdditiveFringe,34,1.15,19,5365
3x3,nonAdditiveFringe,18,1.1,18,5357
3x3,nonAdditiveFringe,49,1.18,19,5355
3x3,nonAdditiveFringe,46,1.17,19,5355
3x3,nonAdditiveFringe,18,1.12,17,5352
3x3,nonAdditiveMax,8,1.24,8,5351
3x3,nonAdditiveFringe,1531,1.64,15,5347
3x3,nonAdditiveFringe,6,1.67,4,5344
3x3,nonAdditiveFringe,34,1.15,19,5344
3x3,nonAdditiveFringe,12,1.16,12,5335
3x3,nonAdditiveMax,19,1.1,19,5334
3x3,nonAdditiveMax,35,1.16,18,5329
3x3,nonAdditiveMax,7,1.27,7,5328
3x3,nonAdditiveFringe,17,1.11,17,5325
4x4,NMaxSwap,413033,1.95,20,5320
3x3,nonAdditiveMax,21,1.46,8,5316
3x3,nonAdditiveFringe,8,1.42,6,5310
3x3,nonAdditiveFringe,39,1.16,19,5310
3x3,disjointPDBHorizontal,29,1.15,17,5302
3x3,nonAdditiveFringe,8,1.24,8,5301
3x3,nonAdditiveMax,31,1.18,16,5299
3x3,nonAdditiveMax,3,1.74,3,5292
3x3,nonAdditiveMax,49,1.18,19,5292
3x3,nonAdditiveFringe,405,1.87,10,5292
3x3,NMaxSwap,537158,1.97,20,5291
3x3,nonAdditiveMax,5,1.39,5,5290
3x3,nonAdditiveFringe,15,1.12,15,5290
3x3,nonAdditiveMax,36,1.14,20,5285
3x3,disjointPDBHorizontal,144,1.29,18,5283
3x3,disjointPDBHorizontal,20,1.13,17,5282
3x3,disjointPDBVertical,31,1.15,18,5282
3x3,nonAdditiveFringe,327,1.42,16,5281
3x3,nonAdditiveFringe,1,3,1,5276
3x3,nonAdditiveMax,11,1.17,11,5272
3x3,disjointPDBVertical,104,1.25,18,5270
3x3,nonAdditiveMax,9,1.22,9,5270
3x3,disjointPDBVertical,165,1.3,18,5267
3x3,nonAdditiveFringe,37,1.58,8,5256
3x3,nonAdditiveFringe,18,2.3,4,5255
3x3,disjointPDBHorizontal,39,1.16,19,5254
3x3,nonAdditiveFringe,22,1.1,20,5251
3x3,nonAdditiveFringe,11,1.25,9,5249
3x3,nonAdditiveFringe,14,1.13,14,5249
3x3,disjointPDBHorizontal,4346,1.56,19,5248
3x3,nonAdditiveMax,15,1.13,15,5244
3x3,nonAdditiveFringe,7,1.36,6,5244
3x3,nonAdditiveFringe,2248,1.63,16,5243
3x3,nonAdditiveFringe,1201,1.75,13,5242
3x3,nonAdditiveFringe,27,1.12,20,5241
3x3,disjointPDBHorizontal,48,1.19,18,5235
3x3,nonAdditiveFringe,11,1.17,11,5230
3x3,nonAdditiveFringe,16,1.13,15,5230
3x3,disjointPDBVertical,28,1.16,17,5227
3x3,nonAdditiveFringe,2329,1.69,15,5227
3x3,disjointPDBHorizontal,437,1.33,20,5218
3x3,nonAdditiveFringe,59,1.69,8,5217
3x3,disjointPDBVertical,2609,1.51,19,5216
3x3,nonAdditiveMax,14,1.13,14,5215
3x3,nonAdditiveMax,13,1.14,13,5214
3x3,nonAdditiveMax,19,1.1,19,5213
3x3,disjointPDBHorizontal,79,1.25,17,5212
3x3,disjointPDBVertical,1968,1.52,18,5212
3x3,nonAdditiveMax,11,1.18,11,5212
3x3,nonAdditiveFringe,4,1.4,4,5212
3x3,nonAdditiveMax,14,1.13,14,5211
3x3,nonAdditiveMax,101,1.41,13,5210
3x3,nonAdditiveMax,5,1.39,5,5207
3x3,nonAdditiveMax,5,1.39,5,5207
3x3,nonAdditiveMax,25,1.23,13,5205
3x3,nonAdditiveMax,6,1.34,6,5204
3x3,nonAdditiveMax,8,1.22,8,5204
3x3,nonAdditiveMax,97,1.46,12,5204
3x3,nonAdditiveMax,8,1.24,8,5203
3x3,nonAdditiveMax,20,1.09,20,5203
3x3,nonAdditiveFringe,7,1.5,5,5203
3x3,nonAdditiveMax,8,1.24,8,5201
3x3,nonAdditiveMax,11,1.17,11,5201
3x3,nonAdditiveMax,11,1.18,11,5201
3x3,nonAdditiveMax,32,1.13,20,5201
3x3,nonAdditiveFringe,6,1.27,6,5201
3x3,nonAdditiveFringe,8,1.22,8,5200
3x3,nonAdditiveMax,15,1.13,15,5199
3x3,nonAdditiveMax,6,1.27,6,5198
3x3,disjointPDBVertical,242,1.37,17,5196
3x3,nonAdditiveMax,12,1.13,12,5195
3x3,nonAdditiveMax,17,1.11,17,5193
3x3,nonAdditiveFringe,56,1.33,13,5193
3x3,nonAdditiveMax,15,1.12,15,5192
3x3,nonAdditiveFringe,11,1.2,10,5192
3x3,disjointPDBHorizontal,21,1.11,19,5190
3x3,nonAdditiveMax,7,1.27,7,5190
3x3,nonAdditiveFringe,6,1.46,5,5190
3x3,nonAdditiveMax,4,1.49,4,5189
3x3,nonAdditiveMax,11,1.17,11,5189
3x3,nonAdditiveFringe,13,1.15,13,5189
3x3,disjointPDBVertical,35,1.16,18,5188
3x3,nonAdditiveMax,13,1.15,13,5188
3x3,nonAdditiveMax,4,1.49,4,5187
3x3,nonAdditiveMax,13,1.15,13,5185
3x3,disjointPDBVertical,132,1.26,19,5184
3x3,nonAdditiveMax,6,1.34,6,5183
3x3,nonAdditiveMax,6,1.31,6,5183
3x3,nonAdditiveMax,9,1.22,9,5183
3x3,nonAdditiveMax,14,1.13,14,5183
3x3,nonAdditiveMax,29,1.2,15,5182
3x3,nonAdditiveFringe,15,1.13,15,5179
3x3,disjointPDBVertical,224,1.31,19,5177
3x3,nonAdditiveFringe,186,2.23,7,5177
3x3,disjointPDBVertical,20,1.11,18,5176
3x3,nonAdditiveFringe,11,1.17,11,5176
3x3,nonAdditiveMax,10,1.19,10,5175
3x3,nonAdditiveFringe,9,1.25,8,5175
3x3,nonAdditiveFringe,12,1.15,12,5175
3x3,nonAdditiveFringe,17,1.14,15,5175
3x3,nonAdditiveFringe,7,1.36,6,5174
3x3,nonAdditiveFringe,9,1.22,9,5174
3x3,nonAdditiveMax,20,1.1,20,5172
3x3,nonAdditiveFringe,24,1.16,16,5171
3x3,disjointPDBHorizontal,163,1.28,19,5170
3x3,nonAdditiveMax,11,1.18,11,5170
3x3,nonAdditiveFringe,12,1.18,11,5170
3x3,nonAdditiveMax,12,1.15,12,5169
3x3,nonAdditiveFringe,5,1.61,4,5169
3x3,nonAdditiveFringe,9,1.34,7,5168
3x3,nonAdditiveFringe,12,1.23,10,5167
3x3,nonAdditiveFringe,41,1.15,20,5166
3x3,nonAdditiveMax,6,1.31,6,5165
3x3,nonAdditiveMax,7,1.27,7,5165
3x3,nonAdditiveMax,29,1.2,15,5165
3x3,nonAdditiveMax,20,1.14,16,5165
3x3,nonAdditiveFringe,13,1.14,13,5165
3x3,nonAdditiveFringe,1652,1.59,16,5165
3x3,nonAdditiveFringe,7,1.27,7,5164
3x3,nonAdditiveMax,12,1.15,12,5163
3x3,nonAdditiveMax,15,1.12,15,5163
3x3,nonAdditiveFringe,17,1.13,16,5163
3x3,disjointPDBHorizontal,21,1.11,19,5162
3x3,disjointPDBVertical,31,1.16,18,5162
3x3,nonAdditiveMax,5,1.39,5,5162
3x3,nonAdditiveMax,27,1.17,16,5162
3x3,nonAdditiveMax,1,3,1,5161
3x3,nonAdditiveMax,8,1.24,8,5161
3x3,nonAdditiveFringe,10,1.19,10,5161
3x3,nonAdditiveFringe,16,1.15,14,5161
3x3,nonAdditiveFringe,15,1.12,15,5161
3x3,disjointPDBVertical,582,1.35,20,5160
3x3,nonAdditiveMax,9,1.22,9,5160
3x3,nonAdditiveMax,11,1.18,11,5160
3x3,disjointPDBHorizontal,339,1.34,19,5159
3x3,disjointPDBHorizontal,79,1.21,19,5159
3x3,nonAdditiveMax,7,1.27,7,5159
3x3,nonAdditiveFringe,115,1.42,13,5159
3x3,nonAdditiveFringe,42,1.26,14,5159
3x3,nonAdditiveMax,3,1.74,3,5158
3x3,nonAdditiveMax,4,1.49,4,5158
3x3,nonAdditiveFringe,11,1.17,11,5158
3x3,nonAdditiveMax,20,1.09,20,5157
3x3,nonAdditiveFringe,5,1.39,5,5157
3x3,nonAdditiveMax,10,1.19,10,5156
3x3,nonAdditiveFringe,12,1.23,10,5156
3x3,nonAdditiveFringe,20,1.09,20,5156
3x3,disjointPDBHorizontal,206,1.29,19,5155
3x3,nonAdditiveFringe,5,1.34,5,5155
3x3,nonAdditiveFringe,10,1.27,8,5155
3x3,disjointPDBVertical,138,1.26,19,5153
3x3,nonAdditiveMax,2,2.19,2,5153
3x3,nonAdditiveFringe,13,1.15,13,5153
3x3,nonAdditiveFringe,16,1.13,15,5153
3x3,nonAdditiveMax,10,1.19,10,5152
3x3,nonAdditiveFringe,11,1.2,10,5152
3x3,disjointPDBHorizontal,634,1.39,19,5151
3x3,disjointPDBVertical,1224,1.52,17,5151
3x3,nonAdditiveFringe,4,1.94,3,5151
3x3,nonAdditiveFringe,5,1.61,4,5151
3x3,nonAdditiveFringe,86,2.7,5,5151
3x3,nonAdditiveMax,5,1.39,5,5150
3x3,nonAdditiveMax,13,1.14,13,5150
3x3,nonAdditiveMax,13,1.15,13,5150
3x3,nonAdditiveFringe,7,1.39,6,5150
3x3,nonAdditiveFringe,13,1.15,13,5150
3x3,nonAdditiveFringe,15,1.14,14,5150
3x3,nonAdditiveFringe,608,1.49,16,5150
3x3,disjointPDBVertical,57,1.2,19,5149
3x3,nonAdditiveMax,3,1.58,3,5149
3x3,nonAdditiveFringe,39,1.94,6,5149
3x3,nonAdditiveMax,52,1.56,9,5148
3x3,nonAdditiveFringe,10,1.16,10,5148
3x3,nonAdditiveMax,11,1.16,11,5147
3x3,nonAdditiveFringe,12,1.15,12,5147
3x3,nonAdditiveMax,3,1.74,3,5146
3x3,nonAdditiveMax,5,1.34,5,5146
3x3,nonAdditiveMax,10,1.19,10,5146
3x3,nonAdditiveMax,13,1.13,13,5146
3x3,nonAdditiveFringe,8,1.32,7,5146
3x3,nonAdditiveFringe,23,1.16,16,5146
3x3,nonAdditiveMax,14,1.58,6,5145
3x3,nonAdditiveFringe,2,1.79,2,5145
3x3,nonAdditiveFringe,91,1.44,12,5145
3x3,nonAdditiveFringe,300,1.95,9,5144
3x3,nonAdditiveFringe,11,1.16,11,5144
3x3,nonAdditiveFringe,319,1.41,16,5144
3x3,nonAdditiveFringe,20,1.09,20,5144
3x3,disjointPDBVertical,102,1.24,19,5143
3x3,nonAdditiveFringe,68,1.45,11,5143
3x3,nonAdditiveMax,12,1.15,12,5142
3x3,nonAdditiveFringe,129,1.24,20,5142
3x3,nonAdditiveMax,8,1.22,8,5141
3x3,nonAdditiveMax,14,1.13,14,5141
3x3,nonAdditiveFringe,37,1.58,8,5140
3x3,nonAdditiveFringe,13,1.15,13,5140
3x3,nonAdditiveMax,9,1.22,9,5139
3x3,nonAdditiveMax,10,1.19,10,5139
3x3,nonAdditiveFringe,5,2.06,3,5139
3x3,nonAdditiveFringe,26,2.05,5,5139
3x3,nonAdditiveMax,8,1.24,8,5138
3x3,nonAdditiveFringe,16,1.15,14,5138
3x3,nonAdditiveFringe,17,1.12,16,5138
3x3,nonAdditiveMax,14,1.13,14,5137
3x3,nonAdditiveMax,6,1.31,6,5136
3x3,nonAdditiveMax,9,1.22,9,5136
3x3,nonAdditiveMax,11,1.17,11,5136
3x3,disjointPDBHorizontal,32,1.15,18,5135
3x3,nonAdditiveMax,11,1.17,11,5135
3x3,nonAdditiveMax,31,1.18,16,5135
3x3,nonAdditiveMax,20,1.09,20,5135
3x3,nonAdditiveFringe,89,1.66,9,5135
3x3,nonAdditiveFringe,29,1.2,15,5135
3x3,nonAdditiveFringe,14,1.46,7,5134
3x3,nonAdditiveFringe,19,1.26,11,5134
3x3,disjointPDBHorizontal,44,1.2,17,5133
3x3,nonAdditiveFringe,13,2.85,3,5133
3x3,nonAdditiveFringe,12,1.14,12,5133
3x3,nonAdditiveFringe,5389,1.53,20,5133
3x3,nonAdditiveFringe,9,1.32,7,5132
3x3,nonAdditiveFringe,16,1.15,14,5132
3x3,nonAdditiveFringe,14,1.13,14,5132
3x3,nonAdditiveFringe,14,1.13,14,5132
3x3,nonAdditiveMax,21,1.15,16,5131
3x3,nonAdditiveFringe,43,1.97,6,5131
3x3,nonAdditiveMax,5,1.39,5,5130
3x3,nonAdditiveMax,55,1.5,10,5130
3x3,disjointPDBHorizontal,19,1.22,12,5129
3x3,nonAdditiveMax,5,1.39,5,5129
3x3,nonAdditiveMax,8,1.24,8,5129
3x3,nonAdditiveFringe,9,1.27,8,5129
3x3,nonAdditiveFringe,132,1.76,9,5129
3x3,disjointPDBHorizontal,25,1.14,17,5128
3x3,disjointPDBVertical,141,1.31,17,5128
3x3,nonAdditiveMax,13,1.15,13,5128
3x3,nonAdditiveFringe,7,1.36,6,5128
3x3,nonAdditiveMax,7,1.27,7,5127
3x3,nonAdditiveMax,13,1.15,13,5127
3x3,nonAdditiveFringe,59,1.69,8,5127
