size,boardID,algo,heur,expanded,branching,cost,time
3x3, 26918.txt,astar,disjointPDBMax,184,0.31,18,7306
3x3, 26919.txt,astar,disjointPDBMax,20,0.11,18,11929
3x3, 26920.txt,astar,disjointPDBMax,18,0.11,18,8445
3x3, 26921.txt,astar,disjointPDBMax,40,0.17,18,7136
3x3, 26922.txt,astar,disjointPDBMax,27,0.14,18,12378
3x3, 26923.txt,astar,disjointPDBMax,26,0.13,18,17124
3x3, 26924.txt,astar,disjointPDBMax,20,0.11,18,16865
3x3, 26925.txt,astar,disjointPDBMax,26,0.13,18,16904
3x3, 26926.txt,astar,disjointPDBMax,19,0.11,18,16412
3x3, 26927.txt,astar,disjointPDBMax,31,0.16,18,7045
3x3, 26928.txt,astar,disjointPDBMax,18,0.1,18,8720
3x3, 26929.txt,astar,disjointPDBMax,18,0.1,18,6857
3x3, 26930.txt,astar,disjointPDBMax,21,0.12,18,6973
3x3, 26931.txt,astar,disjointPDBMax,38,0.17,18,6836
3x3, 37785.txt,astar,disjointPDBMax,20,0.1,19,6855
3x3, 37786.txt,astar,disjointPDBMax,20,0.11,19,6952
3x3, 37787.txt,astar,disjointPDBMax,19,0.1,19,7158
3x3, 37788.txt,astar,disjointPDBMax,66,0.2,19,7830
3x3, 37789.txt,astar,disjointPDBMax,19,0.1,19,16248
3x3, 37790.txt,astar,disjointPDBMax,54,0.19,19,6814
3x3, 37791.txt,astar,disjointPDBMax,144,0.26,19,6823
3x3, 37792.txt,astar,disjointPDBMax,68,0.2,19,6924
3x3, 37793.txt,astar,disjointPDBMax,19,0.09,19,6875
3x3, 37794.txt,astar,disjointPDBMax,30,0.14,19,6835
3x3, 37795.txt,astar,disjointPDBMax,94,0.23,19,6879
3x3, 37796.txt,astar,disjointPDBMax,45,0.17,19,6790
3x3, 37797.txt,astar,disjointPDBMax,45,0.17,19,6910
3x3, 37798.txt,astar,disjointPDBMax,19,0.1,19,6817
3x3, 37799.txt,astar,disjointPDBMax,264,0.32,19,6935
3x3, 37800.txt,astar,disjointPDBMax,36,0.16,19,6824
3x3, 37801.txt,astar,disjointPDBMax,26,0.12,19,13193
3x3, 37802.txt,astar,disjointPDBMax,19,0.1,19,16789
3x3, 37803.txt,astar,disjointPDBMax,19,0.1,19,7540
3x3, 37804.txt,astar,disjointPDBMax,62,0.2,19,7041
3x3, 37805.txt,astar,disjointPDBMax,115,0.24,19,6952
3x3, 37806.txt,astar,disjointPDBMax,85,0.22,19,6820
3x3, 37807.txt,astar,disjointPDBMax,21,0.11,19,18068
3x3, 37808.txt,astar,disjointPDBMax,66,0.2,19,18895
3x3, 37809.txt,astar,disjointPDBMax,163,0.28,19,7468
3x3, 54773.txt,astar,disjointPDBMax,172,0.26,20,6717
3x3, 54774.txt,astar,disjointPDBMax,20,0.09,20,6400
3x3, 54775.txt,astar,disjointPDBMax,22,0.1,20,6541
3x3, 54777.txt,astar,disjointPDBMax,185,0.27,20,6517
3x3, 54778.txt,astar,disjointPDBMax,27,0.12,20,6492
3x3, 54779.txt,astar,disjointPDBMax,31,0.13,20,6405
3x3, 54780.txt,astar,disjointPDBMax,30,0.12,20,6381
3x3, 54782.txt,astar,disjointPDBMax,22,0.1,20,6390
3x3, 54783.txt,astar,disjointPDBMax,33,0.13,20,6499
3x3, 54784.txt,astar,disjointPDBMax,20,0.09,20,6429
3x3, 54785.txt,astar,disjointPDBMax,20,0.09,20,6341
3x3, 54787.txt,astar,disjointPDBMax,23,0.11,20,6450
3x3, 54788.txt,astar,disjointPDBMax,20,0.09,20,6527
3x3, 54789.txt,astar,disjointPDBMax,106,0.23,20,6425
3x3, 54790.txt,astar,disjointPDBMax,81,0.2,20,6361
3x3, 54791.txt,astar,disjointPDBMax,25,0.11,20,6594
3x3, 54792.txt,astar,disjointPDBMax,21,0.09,20,6423
3x3, 54794.txt,astar,disjointPDBMax,20,0.1,20,6450
3x3, 54795.txt,astar,disjointPDBMax,26,0.12,20,6498
3x3, 54796.txt,astar,disjointPDBMax,56,0.18,20,6338
3x3, 54797.txt,astar,disjointPDBMax,123,0.23,20,6544
3x3, 54798.txt,astar,disjointPDBMax,43,0.15,20,6605
3x3, 54799.txt,astar,disjointPDBMax,26,0.11,20,6528
3x3, 54801.txt,astar,disjointPDBMax,182,0.27,20,6510
3x3, 54802.txt,astar,disjointPDBMax,21,0.1,20,6449
4x4,     1.txt,astar,disjointPDBMax,1,2.0,1,356705
4x4,     2.txt,astar,disjointPDBMax,1,2.0,1,305911
4x4,     3.txt,astar,disjointPDBMax,2,1.19,2,296237
4x4,     4.txt,astar,disjointPDBMax,2,1.0,2,350729
4x4,     5.txt,astar,disjointPDBMax,0,0.0,0,3
4x4,     6.txt,astar,disjointPDBMax,2,1.19,2,314919
4x4,     7.txt,astar,disjointPDBMax,2,1.0,2,319137
4x4,    10.txt,astar,disjointPDBMax,3,0.58,3,324594
4x4,    11.txt,astar,disjointPDBMax,3,0.81,3,322467
4x4,    12.txt,astar,disjointPDBMax,3,0.74,3,313562
4x4,    13.txt,astar,disjointPDBMax,3,0.58,3,316106
4x4,    14.txt,astar,disjointPDBMax,3,0.74,3,306328
4x4,    15.txt,astar,disjointPDBMax,3,0.74,3,330874
4x4,    16.txt,astar,disjointPDBMax,3,0.81,3,364209
4x4,    17.txt,astar,disjointPDBMax,3,0.81,3,326251
4x4,     8.txt,astar,disjointPDBMax,3,0.81,3,296162
4x4,     9.txt,astar,disjointPDBMax,3,0.74,3,291367
4x4,    18.txt,astar,disjointPDBMax,4,0.61,4,332863
4x4,    19.txt,astar,disjointPDBMax,4,0.61,4,357243
4x4,    20.txt,astar,disjointPDBMax,4,0.53,4,321131
4x4,    21.txt,astar,disjointPDBMax,4,0.45,4,326203
4x4,    22.txt,astar,disjointPDBMax,4,0.57,4,325567
4x4,    23.txt,astar,disjointPDBMax,4,0.49,4,338066
4x4,    24.txt,astar,disjointPDBMax,4,0.49,4,321817
4x4,    25.txt,astar,disjointPDBMax,4,0.57,4,339475
4x4,    26.txt,astar,disjointPDBMax,4,0.57,4,329322
4x4,    27.txt,astar,disjointPDBMax,4,0.57,4,335427
4x4,    28.txt,astar,disjointPDBMax,4,0.57,4,306876
4x4,    29.txt,astar,disjointPDBMax,4,0.57,4,320017
4x4,    30.txt,astar,disjointPDBMax,4,0.57,4,352819
4x4,    31.txt,astar,disjointPDBMax,4,0.57,4,331937
4x4,    32.txt,astar,disjointPDBMax,4,0.61,4,341488
4x4,    33.txt,astar,disjointPDBMax,4,0.57,4,283923
4x4,    34.txt,astar,disjointPDBMax,4,0.57,4,344665
4x4,    35.txt,astar,disjointPDBMax,4,0.53,4,334919
4x4,    36.txt,astar,disjointPDBMax,4,0.45,4,323395
4x4,    37.txt,astar,disjointPDBMax,4,0.57,4,352427
4x4,    38.txt,astar,disjointPDBMax,4,0.53,4,313458
4x4,    39.txt,astar,disjointPDBMax,4,0.53,4,327781
4x4,    40.txt,astar,disjointPDBMax,4,0.57,4,297321
4x4,    41.txt,astar,disjointPDBMax,4,0.61,4,308848
4x4,    71.txt,astar,disjointPDBMax,5,0.39,5,370396
4x4,    72.txt,astar,disjointPDBMax,5,0.42,5,311960
4x4,    73.txt,astar,disjointPDBMax,5,0.39,5,303310
4x4,    74.txt,astar,disjointPDBMax,5,0.44,5,327798
4x4,    75.txt,astar,disjointPDBMax,5,0.39,5,302491
4x4,    76.txt,astar,disjointPDBMax,5,0.42,5,316626
4x4,    77.txt,astar,disjointPDBMax,5,0.44,5,285696
4x4,    78.txt,astar,disjointPDBMax,5,0.48,5,334838
4x4,    79.txt,astar,disjointPDBMax,5,0.44,5,310836
4x4,    80.txt,astar,disjointPDBMax,5,0.39,5,287782
4x4,    81.txt,astar,disjointPDBMax,5,0.46,5,314733
4x4,    82.txt,astar,disjointPDBMax,5,0.44,5,302376
4x4,    83.txt,astar,disjointPDBMax,5,0.44,5,265097
4x4,    84.txt,astar,disjointPDBMax,5,0.42,5,314232
4x4,    85.txt,astar,disjointPDBMax,5,0.48,5,300856
4x4,    86.txt,astar,disjointPDBMax,5,0.46,5,314493
4x4,    87.txt,astar,disjointPDBMax,5,0.48,5,330237
4x4,    88.txt,astar,disjointPDBMax,5,0.46,5,321967
4x4,    89.txt,astar,disjointPDBMax,5,0.42,5,264796
4x4,    90.txt,astar,disjointPDBMax,5,0.37,5,298617
4x4,    91.txt,astar,disjointPDBMax,5,0.39,5,302930
4x4,    92.txt,astar,disjointPDBMax,5,0.37,5,289226
4x4,    93.txt,astar,disjointPDBMax,5,0.46,5,313771
4x4,    94.txt,astar,disjointPDBMax,5,0.42,5,303817
4x4,    95.txt,astar,disjointPDBMax,5,0.46,5,303844
4x4,   182.txt,astar,disjointPDBMax,6,0.37,6,357779
4x4,   183.txt,astar,disjointPDBMax,6,0.36,6,333494
4x4,   184.txt,astar,disjointPDBMax,6,0.39,6,300494
4x4,   185.txt,astar,disjointPDBMax,6,0.34,6,282283
4x4,   186.txt,astar,disjointPDBMax,6,0.37,6,302521
4x4,   187.txt,astar,disjointPDBMax,6,0.37,6,333241
4x4,   188.txt,astar,disjointPDBMax,6,0.33,6,323783
4x4,   189.txt,astar,disjointPDBMax,6,0.36,6,349626
4x4,   190.txt,astar,disjointPDBMax,6,0.36,6,294415
4x4,   191.txt,astar,disjointPDBMax,6,0.33,6,317437
4x4,   192.txt,astar,disjointPDBMax,6,0.37,6,257950
4x4,   193.txt,astar,disjointPDBMax,6,0.39,6,328292
4x4,   194.txt,astar,disjointPDBMax,6,0.36,6,302618
4x4,   195.txt,astar,disjointPDBMax,6,0.37,6,295599
4x4,   196.txt,astar,disjointPDBMax,6,0.33,6,341368
4x4,   197.txt,astar,disjointPDBMax,6,0.33,6,288459
4x4,   198.txt,astar,disjointPDBMax,6,0.36,6,309390
3x3,     1.txt,astar,linearConflict,1,2.0,1,37
3x3,     2.txt,astar,linearConflict,1,2.0,1,39
3x3,     3.txt,astar,linearConflict,2,1.19,2,39
3x3,     4.txt,astar,linearConflict,2,0.79,2,36
3x3,     5.txt,astar,linearConflict,0,0.0,0,3
3x3,     6.txt,astar,linearConflict,2,1.19,2,37
3x3,     7.txt,astar,linearConflict,2,0.79,2,39
3x3,    10.txt,astar,linearConflict,3,0.58,3,38
3x3,    11.txt,astar,linearConflict,3,0.74,3,40
3x3,    12.txt,astar,linearConflict,3,0.74,3,43
3x3,    13.txt,astar,linearConflict,3,0.74,3,41
3x3,    14.txt,astar,linearConflict,3,0.74,3,39
3x3,    15.txt,astar,linearConflict,3,0.74,3,40
3x3,     8.txt,astar,linearConflict,3,0.74,3,40
3x3,     9.txt,astar,linearConflict,3,0.58,3,39
3x3,    16.txt,astar,linearConflict,4,0.49,4,40
3x3,    17.txt,astar,linearConflict,4,0.49,4,40
3x3,    18.txt,astar,linearConflict,4,0.49,4,40
3x3,    19.txt,astar,linearConflict,4,0.49,4,40
3x3,    20.txt,astar,linearConflict,4,0.49,4,39
3x3,    21.txt,astar,linearConflict,4,0.49,4,40
3x3,    22.txt,astar,linearConflict,4,0.4,4,39
3x3,    23.txt,astar,linearConflict,4,0.4,4,40
3x3,    24.txt,astar,linearConflict,4,0.49,4,40
3x3,    25.txt,astar,linearConflict,4,0.49,4,41
3x3,    26.txt,astar,linearConflict,4,0.49,4,40
3x3,    27.txt,astar,linearConflict,4,0.49,4,40
3x3,    28.txt,astar,linearConflict,4,0.49,4,40
3x3,    29.txt,astar,linearConflict,4,0.49,4,40
3x3,    30.txt,astar,linearConflict,4,0.49,4,40
3x3,    31.txt,astar,linearConflict,4,0.49,4,38
3x3,    32.txt,astar,linearConflict,5,0.39,5,40
3x3,    33.txt,astar,linearConflict,5,0.39,5,40
3x3,    34.txt,astar,linearConflict,5,0.34,5,42
3x3,    35.txt,astar,linearConflict,5,0.39,5,41
3x3,    36.txt,astar,linearConflict,5,0.39,5,41
3x3,    37.txt,astar,linearConflict,6,0.44,5,41
3x3,    38.txt,astar,linearConflict,5,0.39,5,41
3x3,    39.txt,astar,linearConflict,5,0.39,5,41
3x3,    40.txt,astar,linearConflict,5,0.39,5,41
3x3,    41.txt,astar,linearConflict,6,0.44,5,42
3x3,    42.txt,astar,linearConflict,5,0.39,5,40
3x3,    43.txt,astar,linearConflict,5,0.39,5,41
3x3,    44.txt,astar,linearConflict,6,0.44,5,42
3x3,    45.txt,astar,linearConflict,5,0.39,5,40
3x3,    46.txt,astar,linearConflict,5,0.39,5,41
3x3,    47.txt,astar,linearConflict,5,0.34,5,40
3x3,    48.txt,astar,linearConflict,5,0.39,5,40
3x3,    49.txt,astar,linearConflict,6,0.44,5,41
3x3,    50.txt,astar,linearConflict,5,0.39,5,41
3x3,    51.txt,astar,linearConflict,5,0.39,5,40
3x3,    66.txt,astar,linearConflict,9,0.42,6,43
3x3,    67.txt,astar,linearConflict,8,0.42,6,43
3x3,    68.txt,astar,linearConflict,8,0.42,6,43
3x3,    69.txt,astar,linearConflict,7,0.34,6,42
3x3,    70.txt,astar,linearConflict,6,0.31,6,41
3x3,    71.txt,astar,linearConflict,6,0.31,6,41
3x3,    72.txt,astar,linearConflict,11,0.53,6,45
3x3,    73.txt,astar,linearConflict,6,0.31,6,41
3x3,    74.txt,astar,linearConflict,6,0.27,6,40
3x3,    75.txt,astar,linearConflict,6,0.31,6,41
3x3,    76.txt,astar,linearConflict,7,0.37,6,42
3x3,    77.txt,astar,linearConflict,8,0.42,6,43
3x3,    78.txt,astar,linearConflict,6,0.31,6,42
3x3,    79.txt,astar,linearConflict,6,0.31,6,41
3x3,    80.txt,astar,linearConflict,9,0.42,6,42
3x3,    81.txt,astar,linearConflict,9,0.42,6,44
3x3,    82.txt,astar,linearConflict,6,0.31,6,40
3x3,    83.txt,astar,linearConflict,8,0.42,6,43
3x3,    84.txt,astar,linearConflict,6,0.31,6,42
3x3,    85.txt,astar,linearConflict,8,0.42,6,44
3x3,    86.txt,astar,linearConflict,6,0.31,6,41
3x3,    87.txt,astar,linearConflict,9,0.42,6,43
3x3,    88.txt,astar,linearConflict,6,0.27,6,41
3x3,    89.txt,astar,linearConflict,6,0.31,6,41
3x3,    90.txt,astar,linearConflict,8,0.42,6,43
3x3,   137.txt,astar,linearConflict,7,0.27,7,41
3x3,   138.txt,astar,linearConflict,9,0.34,7,43
3x3,   139.txt,astar,linearConflict,9,0.34,7,44
3x3,   140.txt,astar,linearConflict,18,0.5,7,47
3x3,   141.txt,astar,linearConflict,9,0.34,7,45
3x3,   142.txt,astar,linearConflict,14,0.44,7,45
3x3,   143.txt,astar,linearConflict,17,0.49,7,47
3x3,   144.txt,astar,linearConflict,9,0.34,7,43
3x3,   145.txt,astar,linearConflict,7,0.27,7,42
3x3,   146.txt,astar,linearConflict,9,0.34,7,42
3x3,   147.txt,astar,linearConflict,9,0.34,7,43
3x3,   148.txt,astar,linearConflict,7,0.27,7,42
3x3,   149.txt,astar,linearConflict,7,0.27,7,42
3x3,   150.txt,astar,linearConflict,17,0.49,7,47
3x3,   151.txt,astar,linearConflict,9,0.34,7,42
3x3,   152.txt,astar,linearConflict,17,0.49,7,47
3x3,    91.txt,astar,linearConflict,7,0.27,7,42
3x3,    92.txt,astar,linearConflict,9,0.34,7,43
3x3,    93.txt,astar,linearConflict,7,0.27,7,42
3x3,    94.txt,astar,linearConflict,9,0.34,7,43
3x3,    95.txt,astar,linearConflict,15,0.47,7,46
3x3,    96.txt,astar,linearConflict,10,0.34,7,43
3x3,    97.txt,astar,linearConflict,8,0.29,7,42
3x3,    98.txt,astar,linearConflict,7,0.27,7,42
3x3,    99.txt,astar,linearConflict,9,0.34,7,44
3x3,   244.txt,astar,linearConflict,24,0.46,8,51
3x3,   245.txt,astar,linearConflict,10,0.28,8,43
3x3,   246.txt,astar,linearConflict,21,0.43,8,48
3x3,   247.txt,astar,linearConflict,11,0.28,8,45
3x3,   248.txt,astar,linearConflict,30,0.52,8,52
3x3,   249.txt,astar,linearConflict,8,0.22,8,42
3x3,   250.txt,astar,linearConflict,8,0.24,8,43
3x3,   251.txt,astar,linearConflict,22,0.44,8,50
3x3,   252.txt,astar,linearConflict,10,0.28,8,49
3x3,   253.txt,astar,linearConflict,8,0.24,8,42
3x3,   254.txt,astar,linearConflict,10,0.28,8,44
3x3,   255.txt,astar,linearConflict,8,0.22,8,42
3x3,   256.txt,astar,linearConflict,10,0.28,8,44
3x3,   257.txt,astar,linearConflict,8,0.22,8,42
3x3,   258.txt,astar,linearConflict,10,0.28,8,44
3x3,   259.txt,astar,linearConflict,27,0.52,8,51
3x3,   260.txt,astar,linearConflict,23,0.45,8,49
3x3,   261.txt,astar,linearConflict,10,0.28,8,44
3x3,   262.txt,astar,linearConflict,11,0.31,8,44
3x3,   263.txt,astar,linearConflict,10,0.28,8,43
3x3,   264.txt,astar,linearConflict,10,0.28,8,44
3x3,   265.txt,astar,linearConflict,12,0.32,8,43
3x3,   266.txt,astar,linearConflict,10,0.28,8,43
3x3,   267.txt,astar,linearConflict,12,0.32,8,44
3x3,   268.txt,astar,linearConflict,10,0.28,8,44
3x3,   396.txt,astar,linearConflict,13,0.28,9,46
3x3,   397.txt,astar,linearConflict,9,0.22,9,44
3x3,   398.txt,astar,linearConflict,9,0.22,9,42
3x3,   399.txt,astar,linearConflict,11,0.25,9,45
3x3,   400.txt,astar,linearConflict,11,0.25,9,45
3x3,   401.txt,astar,linearConflict,10,0.23,9,43
3x3,   402.txt,astar,linearConflict,11,0.25,9,44
3x3,   403.txt,astar,linearConflict,9,0.2,9,43
3x3,   404.txt,astar,linearConflict,12,0.27,9,45
3x3,   405.txt,astar,linearConflict,10,0.24,9,44
3x3,   406.txt,astar,linearConflict,11,0.25,9,45
3x3,   407.txt,astar,linearConflict,28,0.42,9,51
3x3,   408.txt,astar,linearConflict,11,0.25,9,44
3x3,   409.txt,astar,linearConflict,10,0.23,9,44
3x3,   410.txt,astar,linearConflict,13,0.27,9,45
3x3,   411.txt,astar,linearConflict,40,0.5,9,56
3x3,   412.txt,astar,linearConflict,12,0.26,9,45
3x3,   413.txt,astar,linearConflict,13,0.27,9,45
3x3,   414.txt,astar,linearConflict,13,0.28,9,45
3x3,   415.txt,astar,linearConflict,13,0.28,9,45
3x3,   416.txt,astar,linearConflict,14,0.29,9,45
3x3,   417.txt,astar,linearConflict,12,0.27,9,45
3x3,   418.txt,astar,linearConflict,12,0.27,9,45
3x3,   419.txt,astar,linearConflict,13,0.27,9,45
3x3,   420.txt,astar,linearConflict,22,0.37,9,49
3x3,   682.txt,astar,linearConflict,10,0.18,10,42
3x3,   683.txt,astar,linearConflict,62,0.5,10,62
3x3,   684.txt,astar,linearConflict,159,0.67,10,78
3x3,   685.txt,astar,linearConflict,70,0.52,10,63
3x3,   686.txt,astar,linearConflict,11,0.2,10,43
3x3,   687.txt,astar,linearConflict,15,0.24,10,45
3x3,   688.txt,astar,linearConflict,18,0.27,10,47
3x3,   689.txt,astar,linearConflict,12,0.22,10,45
3x3,   690.txt,astar,linearConflict,10,0.16,10,43
3x3,   691.txt,astar,linearConflict,48,0.45,10,57
3x3,   692.txt,astar,linearConflict,21,0.31,10,48
3x3,   693.txt,astar,linearConflict,42,0.44,10,57
3x3,   694.txt,astar,linearConflict,11,0.2,10,45
3x3,   695.txt,astar,linearConflict,12,0.22,10,44
3x3,   696.txt,astar,linearConflict,149,0.67,10,78
3x3,   697.txt,astar,linearConflict,24,0.33,10,49
3x3,   698.txt,astar,linearConflict,24,0.33,10,50
3x3,   699.txt,astar,linearConflict,15,0.25,10,46
3x3,   700.txt,astar,linearConflict,16,0.27,10,46
3x3,   701.txt,astar,linearConflict,13,0.23,10,45
3x3,   702.txt,astar,linearConflict,12,0.22,10,47
3x3,   703.txt,astar,linearConflict,24,0.34,10,51
3x3,   704.txt,astar,linearConflict,14,0.23,10,45
3x3,   705.txt,astar,linearConflict,73,0.53,10,64
3x3,   706.txt,astar,linearConflict,10,0.18,10,43
3x3,   975.txt,astar,linearConflict,48,0.4,11,58
3x3,   976.txt,astar,linearConflict,65,0.44,11,61
3x3,   977.txt,astar,linearConflict,11,0.16,11,44
3x3,   978.txt,astar,linearConflict,59,0.43,11,62
3x3,   979.txt,astar,linearConflict,21,0.27,11,49
3x3,   980.txt,astar,linearConflict,197,0.62,11,85
3x3,   981.txt,astar,linearConflict,93,0.49,11,68
3x3,   982.txt,astar,linearConflict,184,0.62,11,84
3x3,   983.txt,astar,linearConflict,26,0.29,11,50
3x3,   984.txt,astar,linearConflict,72,0.45,11,63
3x3,   985.txt,astar,linearConflict,20,0.25,11,47
3x3,   986.txt,astar,linearConflict,16,0.22,11,45
3x3,   987.txt,astar,linearConflict,30,0.31,11,53
3x3,   988.txt,astar,linearConflict,14,0.2,11,45
3x3,   989.txt,astar,linearConflict,17,0.24,11,47
3x3,   990.txt,astar,linearConflict,82,0.48,11,65
3x3,   991.txt,astar,linearConflict,95,0.51,11,68
3x3,   992.txt,astar,linearConflict,24,0.29,11,50
3x3,   993.txt,astar,linearConflict,53,0.41,11,59
3x3,   994.txt,astar,linearConflict,24,0.29,11,51
3x3,   995.txt,astar,linearConflict,14,0.19,11,47
3x3,   996.txt,astar,linearConflict,66,0.45,11,64
3x3,   997.txt,astar,linearConflict,20,0.25,11,48
3x3,   998.txt,astar,linearConflict,41,0.36,11,56
3x3,   999.txt,astar,linearConflict,46,0.38,11,57
3x3,  1826.txt,astar,linearConflict,335,0.62,12,97
3x3,  1827.txt,astar,linearConflict,14,0.17,12,45
3x3,  1828.txt,astar,linearConflict,20,0.22,12,48
3x3,  1829.txt,astar,linearConflict,21,0.23,12,48
3x3,  1830.txt,astar,linearConflict,17,0.2,12,46
3x3,  1831.txt,astar,linearConflict,29,0.27,12,55
3x3,  1832.txt,astar,linearConflict,17,0.2,12,46
3x3,  1833.txt,astar,linearConflict,438,0.68,12,111
3x3,  1834.txt,astar,linearConflict,168,0.53,12,81
3x3,  1835.txt,astar,linearConflict,733,0.75,12,134
3x3,  1836.txt,astar,linearConflict,30,0.27,12,52
3x3,  1837.txt,astar,linearConflict,169,0.52,12,78
3x3,  1838.txt,astar,linearConflict,18,0.21,12,47
3x3,  1839.txt,astar,linearConflict,398,0.66,12,109
3x3,  1840.txt,astar,linearConflict,13,0.15,12,44
3x3,  1841.txt,astar,linearConflict,85,0.42,12,65
3x3,  1842.txt,astar,linearConflict,91,0.43,12,68
3x3,  1843.txt,astar,linearConflict,44,0.33,12,56
3x3,  1844.txt,astar,linearConflict,342,0.64,12,105
3x3,  1845.txt,astar,linearConflict,106,0.47,12,72
3x3,  1846.txt,astar,linearConflict,38,0.31,12,54
3x3,  1847.txt,astar,linearConflict,27,0.26,12,50
3x3,  1848.txt,astar,linearConflict,12,0.13,12,43
3x3,  1849.txt,astar,linearConflict,52,0.36,12,60
3x3,  1850.txt,astar,linearConflict,473,0.68,12,113
3x3,  2850.txt,astar,linearConflict,22,0.2,13,48
3x3,  2851.txt,astar,linearConflict,46,0.3,13,57
3x3,  2852.txt,astar,linearConflict,19,0.19,13,47
3x3,  2853.txt,astar,linearConflict,22,0.2,13,48
3x3,  2854.txt,astar,linearConflict,699,0.67,13,133
3x3,  2855.txt,astar,linearConflict,96,0.4,13,67
3x3,  2856.txt,astar,linearConflict,57,0.32,13,59
3x3,  2857.txt,astar,linearConflict,468,0.61,13,115
3x3,  2858.txt,astar,linearConflict,29,0.24,13,52
3x3,  2859.txt,astar,linearConflict,91,0.39,13,66
3x3,  2860.txt,astar,linearConflict,64,0.34,13,61
3x3,  2861.txt,astar,linearConflict,302,0.55,13,100
3x3,  2862.txt,astar,linearConflict,719,0.67,13,128
3x3,  2863.txt,astar,linearConflict,35,0.26,13,53
3x3,  2864.txt,astar,linearConflict,22,0.2,13,48
3x3,  2865.txt,astar,linearConflict,28,0.23,13,51
3x3,  2866.txt,astar,linearConflict,23,0.21,13,49
3x3,  2867.txt,astar,linearConflict,22,0.2,13,50
3x3,  2868.txt,astar,linearConflict,32,0.25,13,53
3x3,  2869.txt,astar,linearConflict,14,0.14,13,45
3x3,  2870.txt,astar,linearConflict,19,0.19,13,48
3x3,  2871.txt,astar,linearConflict,18,0.19,13,47
3x3,  2872.txt,astar,linearConflict,175,0.47,13,81
3x3,  2873.txt,astar,linearConflict,22,0.2,13,48
3x3,  2874.txt,astar,linearConflict,51,0.31,13,60
3x3,  4743.txt,astar,linearConflict,149,0.41,14,77
3x3,  4744.txt,astar,linearConflict,1704,0.72,14,185
3x3,  4745.txt,astar,linearConflict,312,0.5,14,99
3x3,  4746.txt,astar,linearConflict,61,0.3,14,60
3x3,  4747.txt,astar,linearConflict,58,0.29,14,60
3x3,  4748.txt,astar,linearConflict,58,0.29,14,61
3x3,  4749.txt,astar,linearConflict,29,0.22,14,53
3x3,  4750.txt,astar,linearConflict,23,0.18,14,49
3x3,  4751.txt,astar,linearConflict,767,0.61,14,136
3x3,  4752.txt,astar,linearConflict,39,0.25,14,56
3x3,  4753.txt,astar,linearConflict,23,0.18,14,49
3x3,  4754.txt,astar,linearConflict,154,0.41,14,76
3x3,  4755.txt,astar,linearConflict,100,0.36,14,68
3x3,  4756.txt,astar,linearConflict,31,0.22,14,51
3x3,  4757.txt,astar,linearConflict,1706,0.72,14,173
3x3,  4758.txt,astar,linearConflict,34,0.23,14,53
3x3,  4759.txt,astar,linearConflict,99,0.36,14,68
3x3,  4760.txt,astar,linearConflict,700,0.6,14,129
3x3,  4761.txt,astar,linearConflict,24,0.19,14,49
3x3,  4762.txt,astar,linearConflict,1799,0.72,14,181
3x3,  4763.txt,astar,linearConflict,59,0.29,14,63
3x3,  4764.txt,astar,linearConflict,763,0.61,14,132
3x3,  4765.txt,astar,linearConflict,41,0.25,14,54
3x3,  4766.txt,astar,linearConflict,99,0.36,14,68
3x3,  4767.txt,astar,linearConflict,25,0.19,14,50
3x3,  7255.txt,astar,linearConflict,167,0.38,15,77
3x3,  7256.txt,astar,linearConflict,92,0.32,15,68
3x3,  7257.txt,astar,linearConflict,33,0.21,15,53
3x3,  7258.txt,astar,linearConflict,734,0.55,15,131
3x3,  7259.txt,astar,linearConflict,83,0.31,15,66
3x3,  7260.txt,astar,linearConflict,1236,0.61,15,161
3x3,  7261.txt,astar,linearConflict,313,0.45,15,100
3x3,  7262.txt,astar,linearConflict,3629,0.74,15,248
3x3,  7263.txt,astar,linearConflict,95,0.32,15,67
3x3,  7264.txt,astar,linearConflict,112,0.34,15,69
3x3,  7265.txt,astar,linearConflict,2782,0.71,15,230
3x3,  7266.txt,astar,linearConflict,123,0.35,15,72
3x3,  7267.txt,astar,linearConflict,24,0.17,15,50
3x3,  7268.txt,astar,linearConflict,3851,0.75,15,242
3x3,  7269.txt,astar,linearConflict,2217,0.68,15,194
3x3,  7270.txt,astar,linearConflict,3242,0.73,15,238
3x3,  7271.txt,astar,linearConflict,50,0.25,15,58
3x3,  7272.txt,astar,linearConflict,120,0.34,15,72
3x3,  7273.txt,astar,linearConflict,47,0.24,15,59
3x3,  7274.txt,astar,linearConflict,89,0.31,15,65
3x3,  7275.txt,astar,linearConflict,358,0.47,15,101
3x3,  7276.txt,astar,linearConflict,488,0.5,15,115
3x3,  7277.txt,astar,linearConflict,1271,0.62,15,155
3x3,  7278.txt,astar,linearConflict,429,0.48,15,107
3x3,  7279.txt,astar,linearConflict,397,0.48,15,103
3x3,  9975.txt,astar,linearConflict,7967,0.77,16,358
3x3,  9976.txt,astar,linearConflict,351,0.42,16,98
3x3,  9977.txt,astar,linearConflict,248,0.39,16,90
3x3,  9978.txt,astar,linearConflict,915,0.53,16,144
3x3,  9979.txt,astar,linearConflict,7435,0.77,16,338
3x3,  9980.txt,astar,linearConflict,233,0.38,16,90
3x3,  9981.txt,astar,linearConflict,1523,0.58,16,186
